観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの4月の1位の値(mm),昨日までの4月の1位の値の品質情報,昨日までの4月の1位の値の年,昨日までの4月の1位の値の月,昨日までの4月の1位の値の日,統計開始年
14116,北海道 石狩地方,山口,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,266,4,1981,08,06,71,8,2006,04,21,1976
14121,北海道 石狩地方,石狩,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,132,8,2001,09,13,60,8,1990,04,24,1990
14136,北海道 石狩地方,江別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,153,8,2001,09,13,37.0,8,2015,04,18,2000
14157,北海道 石狩地方,手稲山,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,242.5,8,2011,09,06,70.5,8,2013,04,09,2010
14163,北海道 石狩地方,札幌,47412,2017,04,11,15,00,0.0,8,0.0,4,,,,,,293,8,1981,08,06,65.0,8,2013,04,09,1976
14191,北海道 石狩地方,小金湯,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,283,8,1981,08,24,88.0,8,2013,04,09,1976
14206,北海道 石狩地方,恵庭島松,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,406,8,1981,08,06,179,8,1990,04,25,1976
14286,北海道 石狩地方,支笏湖畔,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,379.5,8,2014,09,12,200,8,1982,04,18,1976
14296,北海道 石狩地方,千歳,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,220.0,8,2014,09,12,60.0,8,2011,04,25,2003
15116,北海道 空知地方,石狩沼田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,425,8,1988,08,27,52,8,1990,04,26,1976
15161,北海道 空知地方,深川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,344,8,1981,08,06,42,8,1991,04,30,1976
15197,北海道 空知地方,雨竜,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,222.0,8,2011,09,05,44.5,8,2011,04,26,2006
15216,北海道 空知地方,新城,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,194,8,1994,08,15,45,8,1985,04,27,1984
15231,北海道 空知地方,空知吉野,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,286,4,1981,08,06,66,8,1990,04,26,1978
15241,北海道 空知地方,滝川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,354,8,1981,08,06,52.5,8,2011,04,26,1976
15247,北海道 空知地方,赤平,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,210.5,8,2016,08,23,51.0,8,2011,04,26,2006
15251,北海道 空知地方,芦別,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,350,8,1981,08,06,52,8,1985,04,26,1976
15276,北海道 空知地方,浦臼,,2017,04,11,15,00,2.5,8,2.5,4,15,00,8,,,200.5,8,2016,08,23,78,8,1990,04,26,1983
15311,北海道 空知地方,月形,,2017,04,11,15,00,1.5,8,1.5,4,15,00,8,,,280,8,1981,08,06,84,8,1990,04,24,1976
15321,北海道 空知地方,美唄,,2017,04,11,15,00,2.5,8,2.5,4,15,00,8,,,405,8,1981,08,06,83,8,1990,04,26,1976
15356,北海道 空知地方,岩見沢,47413,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,410,8,1981,08,06,106,8,1990,04,25,1976
15391,北海道 空知地方,栗沢,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,397,4,1981,08,06,117,8,1990,04,25,1976
15431,北海道 空知地方,長沼,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,404,4,1981,08,06,156,8,1990,04,25,1976
15442,北海道 空知地方,夕張,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,295,8,1981,08,06,104.0,8,2011,04,25,1976
15451,北海道 空知地方,鹿島,,2017,04,11,15,00,1.5,8,1.5,4,15,00,8,,,270,8,1999,08,02,99.0,8,2011,04,26,1983
15491,北海道 空知地方,沼の沢,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,226,8,2001,09,12,117.5,8,2011,04,26,1983
16026,北海道 後志地方,美国,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,285.0,8,2011,09,04,87.0,8,2010,04,30,1976
16061,北海道 後志地方,神恵内,,2017,04,11,15,00,1.5,8,1.5,4,15,00,8,,,213.0,8,2011,09,04,90,8,1998,04,16,1977
16076,北海道 後志地方,余市,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,236.0,8,2011,09,05,57,8,1998,04,15,1976
16091,北海道 後志地方,小樽,47411,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,166,8,1981,08,06,51,8,1991,04,30,1976
16126,北海道 後志地方,赤井川,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,195.0,8,2011,09,04,74,8,1982,04,13,1976
16156,北海道 後志地方,共和,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,177.0,8,2011,09,04,58.5,8,2013,04,09,1976
16206,北海道 後志地方,蘭越,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,187,8,1999,07,31,84.0,8,2013,04,09,1976
16217,北海道 後志地方,倶知安,47433,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,196,8,1999,08,02,70,8,1987,04,13,1976
16252,北海道 後志地方,寿都,47421,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,232.5,4,2011,09,04,66.5,4,2013,04,10,1976
16272,北海道 後志地方,ニセコ,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,182.0,8,2011,09,06,62.5,8,2010,04,30,2010
16281,北海道 後志地方,真狩,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,211,8,1999,07,31,55,8,1993,04,26,1976
16286,北海道 後志地方,喜茂別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,229,8,1981,08,06,50,8,1993,04,25,1976
16321,北海道 後志地方,黒松内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,179,8,1981,08,24,109,8,1982,04,18,1976
17036,北海道 網走・北見・紋別地方,雄武,47405,2017,04,11,15,00,0.0,8,0.0,4,,,,,,216,8,2001,09,12,62.0,8,2014,04,06,1976
17076,北海道 網走・北見・紋別地方,興部,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,208,8,2001,09,12,65,8,1982,04,13,1976
17091,北海道 網走・北見・紋別地方,西興部,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,230,8,2006,10,10,85,8,2006,04,01,1976
17112,北海道 網走・北見・紋別地方,紋別,47435,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,217.0,8,2015,10,11,61,8,2000,04,30,1976
17116,北海道 網走・北見・紋別地方,紋別小向,,2017,04,11,15,00,,1,,1,,,,,,188.5,4,2015,10,11,1,4,2005,04,30,2003
17166,北海道 網走・北見・紋別地方,湧別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,203.5,8,2015,10,11,55,8,1982,04,13,1976
17196,北海道 網走・北見・紋別地方,滝上,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,235,8,2001,09,12,39,8,1982,04,13,1976
17211,北海道 網走・北見・紋別地方,上藻別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,261,8,2006,10,10,79,8,2006,04,01,1976
17246,北海道 網走・北見・紋別地方,常呂,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,182.0,8,2016,08,23,57,8,2000,04,30,1976
17306,北海道 網走・北見・紋別地方,遠軽,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,299,8,2006,10,10,53,8,2000,04,30,1976
17316,北海道 網走・北見・紋別地方,佐呂間,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,255,8,2006,10,10,59,8,1990,04,30,1976
17341,北海道 網走・北見・紋別地方,網走,47409,2017,04,11,15,00,0.0,8,0.0,4,,,,,,216,8,1992,09,13,79,8,2000,04,30,1976
17351,北海道 網走・北見・紋別地方,宇登呂,,2017,04,11,15,00,4.0,8,4.0,4,15,00,8,,,430,8,1981,08,07,167.5,8,2013,04,10,1976
17386,北海道 網走・北見・紋別地方,丸瀬布,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,213,8,2006,10,10,64,8,2006,04,23,1984
17482,北海道 網走・北見・紋別地方,白滝,,2017,04,11,15,00,3.5,8,3.5,4,15,00,8,,,199.0,8,2011,09,05,69,8,2006,04,23,1993
17501,北海道 網走・北見・紋別地方,生田原,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,219,8,2006,10,10,50,8,2000,04,14,1976
17512,北海道 網走・北見・紋別地方,仁頃山,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,246,8,2006,10,10,52.0,8,2013,04,29,2006
17521,北海道 網走・北見・紋別地方,北見,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,195,8,2001,09,13,59,4,1979,04,02,1976
17531,北海道 網走・北見・紋別地方,女満別,,2017,04,11,15,00,,1,,1,,,,,,193,8,2006,10,10,22.0,4,2013,04,29,2003
17541,北海道 網走・北見・紋別地方,東藻琴,,2017,04,11,15,00,2.5,8,2.5,4,15,00,8,,,193,8,1992,09,12,66,8,2000,04,30,1978
17546,北海道 網走・北見・紋別地方,小清水,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,260,8,1992,09,12,73,8,2000,04,30,1976
17561,北海道 網走・北見・紋別地方,斜里,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,254,8,1992,09,12,93,8,1990,04,30,1976
17596,北海道 網走・北見・紋別地方,留辺蘂,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,192.5,8,2016,08,23,76,8,2000,04,13,1976
17607,北海道 網走・北見・紋別地方,境野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,204.0,8,2016,08,23,49,8,2000,04,13,1977
17631,北海道 網走・北見・紋別地方,美幌,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,183.0,8,2016,08,21,68,8,2000,04,13,1976
17642,北海道 網走・北見・紋別地方,山園,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,193.0,8,2015,10,11,42.5,8,2011,04,26,2010
17686,北海道 網走・北見・紋別地方,置戸常元,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,217.5,8,2016,08,23,47.5,8,2014,04,06,2006
17717,北海道 網走・北見・紋別地方,津別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,217,8,2001,09,13,58,8,1990,04,30,1988
17776,北海道 網走・北見・紋別地方,津別二又,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,225,8,2006,10,10,48.5,8,2014,04,07,2006
18038,北海道 根室地方,羅臼,,2017,04,11,15,00,4.0,8,4.0,4,15,00,8,,,289.5,8,2016,08,23,131.0,8,2013,04,09,2005
18091,北海道 根室地方,糸櫛別,,2017,04,11,15,00,2.0,8,2.0,4,15,00,8,,,291.5,4,2016,08,23,133.5,8,2013,04,09,1978
18136,北海道 根室地方,標津,,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,253.0,8,2016,08,23,149.5,8,2013,04,09,1976
18161,北海道 根室地方,上標津,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,213.0,8,2016,08,23,92.0,8,2013,04,09,2003
18171,北海道 根室地方,中標津,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,239.0,8,2016,08,23,129.0,8,2013,04,09,1976
18174,北海道 根室地方,根室中標津,,2017,04,11,15,00,,1,,1,,,,,,256.5,8,2016,08,23,38.0,4,2011,04,30,2003
18256,北海道 根室地方,別海,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,253,8,2006,10,10,133,8,1990,04,30,1976
18273,北海道 根室地方,根室,47420,2017,04,11,15,00,1.0,8,1.0,4,15,00,8,,,262,8,1992,09,12,155,8,1990,04,30,1976
18281,北海道 根室地方,納沙布,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,209,8,1998,09,01,155,8,1990,04,30,1976
18311,北海道 根室地方,厚床,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,230,8,1992,09,12,153,8,1990,04,30,1977
19021,北海道 釧路地方,川湯,,2017,04,11,15,00,1.5,8,1.5,4,15,00,8,,,219,8,1988,11,27,86,8,2000,04,14,1976
19051,北海道 釧路地方,弟子屈,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,205,8,1992,09,12,98,8,2006,04,23,1977
19076,北海道 釧路地方,阿寒湖畔,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,330,8,1981,08,07,126,8,2000,04,13,1976
19151,北海道 釧路地方,標茶,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,208.5,8,2015,08,13,108.5,8,2013,04,09,1976
19191,北海道 釧路地方,鶴居,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,219,8,2003,08,10,115.0,8,2013,04,09,1977
19261,北海道 釧路地方,中徹別,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,224.0,8,2012,05,06,128,8,2006,04,23,1976
19281,北海道 釧路地方,塘路,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,198,8,2003,08,11,130.5,8,2013,04,09,1983
19301,北海道 釧路地方,茶内原野,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,224,8,2001,09,12,154,8,1990,04,30,1984
19311,北海道 釧路地方,榊町,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,208,8,1992,09,12,131,8,1990,04,30,1977
19346,北海道 釧路地方,阿寒,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,246.0,8,2012,05,07,119.5,8,2011,04,26,1976
19347,北海道 釧路地方,鶴丘,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,216,8,2003,07,13,121.0,4,2009,04,24,2003
19376,北海道 釧路地方,太田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,220.5,8,2015,09,21,147.5,8,2013,04,09,1977
19406,北海道 釧路地方,二俣,,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,255,8,1977,07,05,113,8,1990,04,25,1976
19416,北海道 釧路地方,白糠,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,187,8,2007,09,09,98.0,8,2009,04,24,1976
19432,北海道 釧路地方,釧路,47418,2017,04,11,15,00,0.5,8,0.5,4,15,00,8,,,195.0,8,2016,06,19,109.5,8,2013,04,09,1976
19451,北海道 釧路地方,知方学,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,236,8,1986,09,05,104.0,8,2013,04,09,1978
20047,北海道 十勝地方,三股,,2017,04,11,15,00,3.0,8,3.0,4,15,00,8,,,251.0,8,2016,08,23,65.5,8,2013,04,09,2006
20071,北海道 十勝地方,小利別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,216,8,2006,10,10,55.5,8,2011,04,26,1983
20146,北海道 十勝地方,陸別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,183,8,2006,08,19,63,8,2000,04,13,1976
20186,北海道 十勝地方,ぬかびら源泉郷,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,351.5,8,2016,08,31,170,8,2000,04,13,1976
20202,北海道 十勝地方,柏倉,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,215,8,2003,08,10,104,8,2000,04,13,1983
20222,北海道 十勝地方,上螺湾,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,191,4,1988,11,27,105,8,2000,04,13,1983
20266,北海道 十勝地方,上士幌,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,224,8,2006,08,19,96,8,1990,04,25,1976
20276,北海道 十勝地方,足寄,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,187,8,2003,08,11,67,8,2000,04,13,1976
20331,北海道 十勝地方,押帯,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,195,8,2003,08,11,85,8,2006,04,23,1983
20341,北海道 十勝地方,本別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,188,8,2003,08,11,84,8,2000,04,13,1976
20356,北海道 十勝地方,新得,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,290,4,1981,08,07,80,8,2006,04,01,1976
20361,北海道 十勝地方,鹿追,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,295,8,1981,08,07,78,8,2000,04,24,1976
20371,北海道 十勝地方,駒場,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,170,8,1988,11,26,76,8,2000,04,24,1977
20421,北海道 十勝地方,芽室,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,288,8,1981,08,07,87,8,2006,04,01,1976
20432,北海道 十勝地方,帯広,47417,2017,04,11,15,00,0.0,8,0.0,4,,,,,,204,8,1988,11,27,95,8,2000,04,24,1976
20441,北海道 十勝地方,池田,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,185,8,2003,08,11,101,8,2000,04,24,1976
20451,北海道 十勝地方,留真,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,202,8,1989,07,01,96,8,2000,04,24,1984
20506,北海道 十勝地方,浦幌,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,186.5,8,2012,05,06,95,8,2000,04,24,1976
20551,北海道 十勝地方,帯広泉,,2017,04,11,15,00,,1,,1,,,,,,169,8,2003,08,11,28.0,4,2011,04,30,2003
20556,北海道 十勝地方,糠内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,262,8,1988,11,26,119,8,2000,04,24,1978
20601,北海道 十勝地方,上札内,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,337,8,1981,08,07,121,8,2000,04,23,1977
20606,北海道 十勝地方,更別,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,275,8,1981,08,07,125,8,2000,04,24,1977
20631,北海道 十勝地方,大津,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,269,8,1988,08,14,97,8,2006,04,23,1977
20696,北海道 十勝地方,大樹,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,318,8,1998,09,18,127,8,2000,04,24,1976
20751,北海道 十勝地方,広尾,47440,2017,04,11,15,00,0.0,8,0.0,4,,,,,,360,8,1993,06,06,160,8,2000,04,24,1976
21031,北海道 胆振地方,安平,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,316,8,1981,08,06,145,8,1990,04,25,1976
21111,北海道 胆振地方,厚真,,2017,04,11,15,00,0.0,8,0.0,4,,,,,,268,8,1981,08,06,104,8,1990,04,25,1976
